Date,Value,Return,Weights
0,10000.0,0.0,"[('Close_x', 0.0, 0.003026254511229799), ('Close_y', 0.0, -0.0027884703416090747)]"
1,10000.0,0.0,"[('Close_x', 0, -0.013676799620101883), ('Close_y', 0, -0.0007733120819640184)]"
2,9892.424812991861,-0.01075751870081385,"[('Close_x', 0, -0.0026086842791634315), ('Close_y', 1, -0.01075751870081385), ('Signals', 0, -2.0)]"
3,9891.459633445276,-9.756753928698277e-05,"[('Close_x', 0, 0.0033161116865807892), ('Close_y', 1, -9.756753928698277e-05), ('Signals', 0, -1.0)]"
4,9828.88124941793,-0.006326506536583906,"[('Close_x', 0, -0.002653459446451063), ('Close_y', 1, -0.006326506536583906)]"
5,9784.34752647894,-0.004530904566745827,"[('Close_x', 0, -0.001867025897351845), ('Close_y', 1, -0.004530904566745827)]"
6,9761.671328756278,-0.0023175993760743475,"[('Close_x', 0, -0.002431645122710123), ('Close_y', 1, -0.0023175993760743475)]"
7,9819.086627993229,0.0058817078862114505,"[('Close_x', 0, 0.003182320003601187), ('Close_y', 1, 0.0058817078862114505)]"
8,9819.086627993229,0.0,"[('Close_x', 0, -0.005578678176217819), ('Close_y', 0, 0.002143923277627588)]"
9,9819.086627993229,0.0,"[('Close_x', 0, 0.010527031289032181), ('Close_y', 0, -0.0010208872254423606), ('Signals', 0, -1.0)]"
10,9819.086627993229,0.0,"[('Close_x', 0, -0.008363581010938927), ('Close_y', 0, -0.00121770377571289)]"
11,9803.16291440017,-0.0016217102665802925,"[('Close_x', 0, -0.00010475272061323655), ('Close_y', 1, -0.0016217102665802925)]"
12,9750.262787220248,-0.005396230547409895,"[('Close_x', 0, 0.001761804759782954), ('Close_y', 1, -0.005396230547409895), ('Signals', 0, -1.0)]"
13,9758.286860403634,0.0008229596841124811,"[('Close_x', 0, -0.0013732481395002188), ('Close_y', 1, 0.0008229596841124811)]"
14,9791.581830981058,0.0034119688274923702,"[('Close_x', 0, 0.0011250596936873336), ('Close_y', 1, 0.0034119688274923702)]"
15,9770.833218179825,-0.002119025624193147,"[('Close_x', 0, -0.0024661382338788096), ('Close_y', 1, -0.002119025624193147)]"
16,9741.157106080684,-0.0030372140672634486,"[('Close_x', 0, -0.0017525115591746749), ('Close_y', 1, -0.0030372140672634486)]"
17,9741.157106080684,0.0,"[('Close_x', 0, -0.007246896076925367), ('Close_y', 0, -0.0034427607391640867)]"
18,9741.157106080684,0.0,"[('Close_x', 0, 0.001347167036569997), ('Close_y', 0, -0.001690010688282158), ('Signals', 0, -1.0)]"
19,9699.445289662073,-0.004282018651826528,"[('Close_x', 0, 0.002444043247294734), ('Close_y', 1, -0.004282018651826528)]"
20,9747.947367354269,0.005000500156837892,"[('Close_x', 0, 0.003381924131074186), ('Close_y', 1, 0.005000500156837892), ('Signals', 0, -1.0)]"
21,9765.869216618708,0.0018385254442857828,"[('Close_x', 0, 0.004593256844435897), ('Close_y', 1, 0.0018385254442857828)]"
22,9751.50790653544,-0.0014705613770486785,"[('Close_x', 0, -0.0005929978441204302), ('Close_y', 1, -0.0014705613770486785)]"
23,9736.307342361246,-0.001558791144906492,"[('Close_x', 0, -0.0026700736464579282), ('Close_y', 1, -0.001558791144906492)]"
24,9761.527889901448,0.0025903606627607793,"[('Close_x', 0, -0.0017378006129413553), ('Close_y', 1, 0.0025903606627607793)]"
25,9770.258648729188,0.0008944049462555756,"[('Close_x', 0, 0.0030425683891073915), ('Close_y', 1, 0.0008944049462555756)]"
26,9770.258648729188,0.0,"[('Close_x', 0, -0.005566323053635946), ('Close_y', 0, -0.001588598691125572)]"
27,9770.258648729188,0.0,"[('Close_x', 0, 0.0014465140096796383), ('Close_y', 0, 0.0019889079404578043), ('Signals', 0, -1.0)]"
28,9785.356266020208,0.0015452628056046719,"[('Close_x', 0, -0.00037679809209071864), ('Close_y', 1, 0.0015452628056046719)]"
29,9752.319501253209,-0.0033761432766347206,"[('Close_x', 0, 4.716544766672435e-05), ('Close_y', 1, -0.0033761432766347206), ('Signals', 0, -1.0)]"
30,9752.319501253209,0.0,"[('Close_x', 0, -0.005622680602312705), ('Close_y', 0, -0.003794633002406642)]"
31,9776.813653408612,0.002511623224839383,"[('Close_x', 0, 0.0006160103697970984), ('Close_y', 1, 0.002511623224839383), ('Signals', 0, -2.0)]"
32,9758.319766515631,-0.0018916067697098747,"[('Close_x', 0, -0.0029675540233180648), ('Close_y', 1, -0.0018916067697098747), ('Signals', 0, -1.0)]"
33,9793.360424519651,0.0035908495358246157,"[('Close_x', 0, 0.001694014469324433), ('Close_y', 1, 0.0035908495358246157)]"
34,9777.300061050553,-0.001639923659797945,"[('Close_x', 0, -0.001912443189825976), ('Close_y', 1, -0.001639923659797945)]"
35,9776.083670642156,-0.00012440964282598116,"[('Close_x', 0, 0.0007284591807699921), ('Close_y', 1, -0.00012440964282598116)]"
36,9819.641289326213,0.004455528425443231,"[('Close_x', 0, 0.0030381398243563645), ('Close_y', 1, 0.004455528425443231)]"
37,9819.641289326213,0.0,"[('Close_x', 0, -0.002776566151428759), ('Close_y', 0, -0.0049066039163441575)]"
38,9819.641289326213,0.0,"[('Close_x', 0, 0.0014870632928358778), ('Close_y', 0, 0.0011704383493391785), ('Signals', 0, -1.0)]"
39,9819.641289326213,0.0,"[('Close_x', 0, -0.002021875125035492), ('Close_y', 0, 7.461826079636281e-05)]"
40,9836.248970259625,0.00169127165077434,"[('Close_x', 0, 0.003735454180451052), ('Close_y', 1, 0.00169127165077434)]"
41,9836.248970259625,0.0,"[('Close_x', 0, -0.0037896965759522607), ('Close_y', 0, -0.0005958937284458327), ('Signals', 0, -2.0)]"
42,9862.641558605816,0.002683196452833851,"[('Close_x', 0, 0.0021262029514676566), ('Close_y', 1, 0.002683196452833851), ('Signals', 0, -2.0)]"
43,9882.436932096814,0.0020071066532602456,"[('Close_x', 0, 0.0006435358200714339), ('Close_y', 1, 0.0020071066532602456), ('Signals', 0, -1.0)]"
44,9885.124741540418,0.0002719784059409019,"[('Close_x', 0, 0.0039662558972114815), ('Close_y', 1, 0.0002719784059409019)]"
45,9892.455808918505,0.0007416261878091641,"[('Close_x', 0, 0.0012264611586084906), ('Close_y', 1, 0.0007416261878091641)]"
46,9892.455808918505,0.0,"[('Close_x', 0, -0.002575480657344711), ('Close_y', 0, -0.0028655463920729276)]"
47,9892.455808918505,0.0,"[('Close_x', 0, 0.0009446351546116934), ('Close_y', 0, 0.001139608161690234), ('Signals', 0, -1.0)]"
48,9892.455808918505,0.0,"[('Close_x', 0, 0.002831326989993437), ('Close_y', 0, -0.0006434292543870811)]"
49,9907.153545442707,0.0014857520526857456,"[('Close_x', 0, -0.0013489120387766738), ('Close_y', 1, 0.0014857520526857456)]"
50,9907.643195888937,4.9423928274043784e-05,"[('Close_x', 0, 0.0011309162319600552), ('Close_y', 1, 4.9423928274043784e-05), ('Signals', 0, -1.0)]"
51,9907.643195888937,0.0,"[('Close_x', 0, -0.004110440879879102), ('Close_y', 0, -0.004697606528766749)]"
52,9907.643195888937,0.0,"[('Close_x', 0, -0.0025206158783319917), ('Close_y', 0, 0.00029808008226175334), ('Signals', 0, -1.0)]"
53,9887.4630173903,-0.0020368293548369437,"[('Close_x', 0, -0.00023684162582666838), ('Close_y', 1, -0.0020368293548369437)]"
54,9887.4630173903,0.0,"[('Close_x', 0, -0.0057975826982314335), ('Close_y', 0, -0.003557981072804207), ('Signals', 0, -2.0)]"
55,9864.993103249575,-0.0022725661882330166,"[('Close_x', 0, 0.00041313361458727635), ('Close_y', 1, -0.0022725661882330166), ('Signals', 0, -2.0)]"
56,9846.227609039624,-0.0019022308493829194,"[('Close_x', 0, 0.0007306343131157113), ('Close_y', 1, -0.0019022308493829194), ('Signals', 0, -1.0)]"
57,9846.227609039624,0.0,"[('Close_x', 0, -0.0009839942552869348), ('Close_y', 1, 0.0)]"
58,9882.27788444814,0.0036613286671757926,"[('Close_x', 0, 0.0016839791592670778), ('Close_y', 1, 0.0036613286671757926)]"
59,9900.549807654292,0.001848958653035472,"[('Close_x', 0, 0.001776303816681574), ('Close_y', 1, 0.001848958653035472)]"
60,9903.512740764101,0.0002992695524361328,"[('Close_x', 0, 0.0002849608504955652), ('Close_y', 1, 0.0002992695524361328)]"
61,9903.512740764101,0.0,"[('Close_x', 0, -0.0028805788090290915), ('Close_y', 0, -0.002642858267879954)]"
62,9903.512740764101,0.0,"[('Close_x', 0, 0.0), ('Close_y', 0, 0.0006499919323183036), ('Signals', 0, -1.0)]"
63,9903.512740764101,0.0,"[('Close_x', 0, 0.0016397143167162698), ('Close_y', 0, -0.0007994586919024397)]"
64,9903.512740764101,0.0,"[('Close_x', 0, -0.002334303299836684), ('Close_y', 0, -0.004500419620523121)]"
65,9878.037600097212,-0.0025723338106114903,"[('Close_x', 0, -0.0003494038756878404), ('Close_y', 1, -0.0025723338106114903), ('Signals', 0, -2.0)]"
66,9906.994593814934,0.002931452064673113,"[('Close_x', 0, -0.0003655281629799788), ('Close_y', 1, 0.002931452064673113), ('Signals', 0, -1.0)]"
67,9906.994593814934,0.0,"[('Close_x', 0, -0.0026545166171905877), ('Close_y', 0, -0.005121712502798672)]"
68,9935.495619260671,0.002876858887510851,"[('Close_x', 0, -6.37160958628604e-05), ('Close_y', 1, 0.002876858887510851), ('Signals', 0, -2.0)]"
69,9935.495619260671,0.0,"[('Close_x', 0, 0.001593879440686847), ('Close_y', 1, 0.0), ('Signals', 0, -1.0)]"
70,9982.987918280762,0.004780063404992304,"[('Close_x', 0, 0.0009866249094525425), ('Close_y', 1, 0.004780063404992304)]"
71,9987.998391687326,0.0005019011790435966,"[('Close_x', 0, 0.002225626109562478), ('Close_y', 1, 0.0005019011790435966)]"
72,9992.498433129676,0.00045054487054144393,"[('Close_x', 0, -0.0011738051686734985), ('Close_y', 1, 0.00045054487054144393)]"
73,10014.994825453796,0.00225132808122695,"[('Close_x', 0, 0.0028545044106739153), ('Close_y', 1, 0.00225132808122695)]"
74,10019.749701389492,0.00047477567573079324,"[('Close_x', 0, -0.0002968260777027206), ('Close_y', 1, 0.00047477567573079324)]"
75,9989.498405501441,-0.0030191668244822193,"[('Close_x', 0, -0.0012513710891027844), ('Close_y', 1, -0.0030191668244822193)]"
76,10005.249313527189,0.0015767466379567,"[('Close_x', 0, 0.001205408034298176), ('Close_y', 1, 0.0015767466379567)]"
77,9997.998738107275,-0.0007246771362418944,"[('Close_x', 0, 0.0006653089117940194), ('Close_y', 1, -0.0007246771362418944)]"
78,9989.49840550144,-0.0008502034085517749,"[('Close_x', 0, -0.001013194427334026), ('Close_y', 1, -0.0008502034085517749)]"
79,9990.498669036691,0.0001001315075741733,"[('Close_x', 0, -0.0012677291785372202), ('Close_y', 1, 0.0001001315075741733)]"
80,9994.99871047904,0.00045043211469477116,"[('Close_x', 0, -0.0008247261339790654), ('Close_y', 1, 0.00045043211469477116)]"
81,10000.499015456642,0.0005503057215840836,"[('Close_x', 0, 0.006923395729285156), ('Close_y', 1, 0.0005503057215840836)]"
82,10005.999320434246,0.0005500030517579546,"[('Close_x', 0, -0.0024918260270925317), ('Close_y', 1, 0.0005500030517579546)]"
83,10000.499015456642,-0.0005497007146873231,"[('Close_x', 0, 0.0012648028347332016), ('Close_y', 1, -0.0005497007146873231)]"
84,9976.997781732116,-0.002350006103515625,"[('Close_x', 0, -0.004642353541884739), ('Close_y', 1, -0.002350006103515625)]"
85,9975.997518196866,-0.00010025696678841813,"[('Close_x', 0, -0.0006980177226205962), ('Close_y', 1, -0.00010025696678841813)]"
86,9983.248093616778,0.0007268020472826021,"[('Close_x', 0, 0.0014287916536708252), ('Close_y', 1, 0.0007268020472826021)]"
87,9998.999001642527,0.001577733807478874,"[('Close_x', 0, 0.001268171243271096), ('Close_y', 1, 0.001577733807478874)]"
88,9998.999001642527,0.0,"[('Close_x', 0, -0.0038155428313886783), ('Close_y', 0, -0.001600276652824218)]"
89,9998.999001642527,0.0,"[('Close_x', 0, 0.0007151049032314263), ('Close_y', 0, 0.0010018142406500476), ('Signals', 0, -1.0)]"
90,10005.002659487494,0.0006004258870293703,"[('Close_x', 0, 0.003954596727970331), ('Close_y', 1, 0.0006004258870293703)]"
91,9995.496358942542,-0.0009501547244406319,"[('Close_x', 0, -0.0005695584478581262), ('Close_y', 1, -0.0009501547244406319), ('Signals', 0, -1.0)]"
92,10000.749559556887,0.0005255567533318635,"[('Close_x', 0, 0.0003324237166787731), ('Close_y', 1, 0.0005255567533318635)]"
93,9981.487315013863,-0.001926080083128998,"[('Close_x', 0, -0.0009177485598793512), ('Close_y', 1, -0.001926080083128998)]"
94,9986.49087217509,0.0005012837268952209,"[('Close_x', 0, -0.00015833452954200431), ('Close_y', 1, 0.0005012837268952209)]"
95,9986.49087217509,0.0,"[('Close_x', 0, -0.002375974121836542), ('Close_y', 0, -0.0036097431799099965)]"
96,9970.950008635002,-0.0015561886291200388,"[('Close_x', 0, -0.0016195413282971722), ('Close_y', 1, -0.0015561886291200388), ('Signals', 0, -2.0)]"
97,9956.794437274591,-0.0014196813090177744,"[('Close_x', 0, -0.0005470644836244168), ('Close_y', 1, -0.0014196813090177744), ('Signals', 0, -1.0)]"
98,9987.01801875674,0.0030354730804728084,"[('Close_x', 0, 0.0019635564009675794), ('Close_y', 1, 0.0030354730804728084)]"
99,10018.401629199085,0.003142440554668377,"[('Close_x', 0, 0.0005399908751138067), ('Close_y', 1, 0.003142440554668377)]"
100,10017.39713912853,-0.00010026450403295039,"[('Close_x', 0, 0.0009522968081491031), ('Close_y', 1, -0.00010026450403295039)]"
101,10033.465915451696,0.0016040869798802273,"[('Close_x', 0, -0.0008721243656507465), ('Close_y', 1, 0.0016040869798802273)]"
102,10033.465915451696,0.0,"[('Close_x', 0, -0.0018410902555604926), ('Close_y', 0, -0.003228007229587671)]"
103,9992.157673672977,-0.0041170461061819175,"[('Close_x', 0, 0.00022262712625161038), ('Close_y', 1, -0.0041170461061819175), ('Signals', 0, -2.0)]"
104,9976.415051152495,-0.001575497808842574,"[('Close_x', 0, -0.00025430506653119253), ('Close_y', 1, -0.001575497808842574), ('Signals', 0, -1.0)]"
105,9974.525628976942,-0.00018938889028420643,"[('Close_x', 0, -0.0008427878459202394), ('Close_y', 1, -0.00018938889028420643)]"
106,9999.461697070908,0.002499975339330808,"[('Close_x', 0, -0.00014317332306041793), ('Close_y', 1, 0.002499975339330808)]"
107,10033.213787512892,0.0033753907424706547,"[('Close_x', 0, 0.0016552778679080685), ('Close_y', 1, 0.0033753907424706547)]"
108,10029.939967722132,-0.00032629821910445527,"[('Close_x', 0, 0.0005720227346546755), ('Close_y', 1, -0.00032629821910445527)]"
109,10029.939967722132,0.0,"[('Close_x', 0, -0.004113146122535386), ('Close_y', 0, -0.0032647369932046004)]"
110,10029.939967722132,0.0,"[('Close_x', 0, -0.0011051909128487617), ('Close_y', 0, -0.0001259455624526599), ('Signals', 0, -1.0)]"
111,10029.939967722132,0.0,"[('Close_x', 0, 0.0015214041115912012), ('Close_y', 0, -0.0012347757198353335)]"
112,10029.939967722132,0.0,"[('Close_x', 0, -0.0021518699903935417), ('Close_y', 0, -0.00010086292466770384)]"
113,10029.939967722132,0.0,"[('Close_x', 0, 0.0012779357715155752), ('Close_y', 0, 0.00030277330180152143)]"
114,10024.879654895523,-0.0005045207491663553,"[('Close_x', 0, -0.0012763047360380374), ('Close_y', 1, -0.0005045207491663553)]"
115,9987.436119521826,-0.0037350608349111737,"[('Close_x', 0, -0.0014696212622304313), ('Close_y', 1, -0.0037350608349111737), ('Signals', 0, -1.0)]"
116,10010.964952765353,0.0023558431775635045,"[('Close_x', 0, 0.0009918652016328768), ('Close_y', 1, 0.0023558431775635045)]"
117,10026.397594324442,0.0015415738274885615,"[('Close_x', 0, -0.001374437166029571), ('Close_y', 1, 0.0015415738274885615)]"
118,10007.422579367663,-0.0018925057358109426,"[('Close_x', 0, 0.0006721446964110639), ('Close_y', 1, -0.0018925057358109426)]"
119,9997.809220349642,-0.0009606228718513089,"[('Close_x', 0, -0.0011834920238260255), ('Close_y', 1, -0.0009606228718513089)]"
120,10010.711705495425,0.0012905312415366073,"[('Close_x', 0, 0.001104852398365307), ('Close_y', 1, 0.0012905312415366073)]"
121,10010.711705495425,0.0,"[('Close_x', 0, -0.0016954263708845495), ('Close_y', 0, 2.529762891788446e-05)]"
122,10010.711705495425,0.0,"[('Close_x', 0, -0.00017631399890124012), ('Close_y', 0, 0.0007329185552644239), ('Signals', 0, -1.0)]"
123,10041.806658610294,0.00310616807572227,"[('Close_x', 0, 0.0023717094353230663), ('Close_y', 1, 0.00310616807572227)]"
124,10045.851687371243,0.0004028188251842361,"[('Close_x', 0, -0.00039966746418019383), ('Close_y', 1, 0.0004028188251842361), ('Signals', 0, -1.0)]"
125,10065.5707203869,0.0019629030598218777,"[('Close_x', 0, 0.0009755550922140669), ('Close_y', 1, 0.0019629030598218777)]"
126,10068.857354474567,0.0003265223780118911,"[('Close_x', 0, 0.0019333130363907538), ('Close_y', 1, 0.0003265223780118911)]"
127,10110.520456353024,0.004137818265936915,"[('Close_x', 0, 0.0033328002851402286), ('Close_y', 1, 0.004137818265936915)]"
128,10129.02590358936,0.0018303159878092481,"[('Close_x', 0, 0.002256878678098673), ('Close_y', 1, 0.0018303159878092481)]"
129,10129.02590358936,0.0,"[('Close_x', 0, -0.002283543446173204), ('Close_y', 0, -0.0007488102326277892)]"
130,10145.218143548123,0.001598597941488815,"[('Close_x', 0, 0.001637150074450748), ('Close_y', 1, 0.001598597941488815), ('Signals', 0, -2.0)]"
131,10144.205935528575,-9.977193247364549e-05,"[('Close_x', 0, 0.00376047224255845), ('Close_y', 1, -9.977193247364549e-05), ('Signals', 0, -1.0)]"
132,10177.096133411631,0.003242264411043067,"[('Close_x', 0, 0.0013595320662376893), ('Close_y', 1, 0.003242264411043067)]"
133,10180.637703347302,0.0003479941516954075,"[('Close_x', 0, 1.291199128940327e-05), ('Close_y', 1, 0.0003479941516954075)]"
134,10151.543092515425,-0.0028578377582684704,"[('Close_x', 0, 0.0004294627023639431), ('Close_y', 1, -0.0028578377582684704)]"
135,10156.350115497653,0.00047352633372274144,"[('Close_x', 0, -0.0005365738502742248), ('Close_y', 1, 0.00047352633372274144)]"
136,10152.55530053497,-0.0003736396362400999,"[('Close_x', 0, -0.0011683564662904357), ('Close_y', 1, -0.0003736396362400999)]"
137,10136.616305603218,-0.0015699490876855914,"[('Close_x', 0, -0.0006323297036924753), ('Close_y', 1, -0.0015699490876855914)]"
138,10152.807773473489,0.0015973247267255378,"[('Close_x', 0, 0.0011388943273659402), ('Close_y', 1, 0.0015973247267255378)]"
139,10157.868041482725,0.0004984106980197062,"[('Close_x', 0, -0.00017376900043962977), ('Close_y', 1, 0.0004984106980197062)]"
140,10176.3371704191,0.0018182091813902413,"[('Close_x', 0, 0.0038240646695061587), ('Close_y', 1, 0.0018182091813902413)]"
141,10175.57820742656,-7.458115624795671e-05,"[('Close_x', 0, -0.0010232576372491144), ('Close_y', 1, -7.458115624795671e-05)]"
142,10173.553791387467,-0.00019894850177816866,"[('Close_x', 0, -0.0012606174342035027), ('Close_y', 1, -0.00019894850177816866)]"
143,10181.64991136685,0.0007958005772022081,"[('Close_x', 0, 0.0002997829679168666), ('Close_y', 1, 0.0007958005772022081)]"
144,10195.312017320999,0.0013418361535780853,"[('Close_x', 0, 7.884634416746925e-05), ('Close_y', 1, 0.0013418361535780853)]"
145,10180.637703347304,-0.0014393197529181789,"[('Close_x', 0, -0.0008832212131734056), ('Close_y', 1, -0.0014393197529181789)]"
146,10204.672818258441,0.0023608653614334706,"[('Close_x', 0, 0.0017996064336458129), ('Close_y', 1, 0.0023608653614334706)]"
147,10204.672818258441,0.0,"[('Close_x', 0, -0.0018593688898239675), ('Close_y', 0, -0.001636305075299768)]"
148,10204.672818258441,0.0,"[('Close_x', 0, -0.0012314178041623657), ('Close_y', 0, 0.00012413467596833006), ('Signals', 0, -1.0)]"
149,10185.41637548386,-0.0018870220650413865,"[('Close_x', 0, -0.0007903139462337614), ('Close_y', 1, -0.0018870220650413865)]"
150,10164.132450359559,-0.002089647034512,"[('Close_x', 0, 0.0009965909098589218), ('Close_y', 1, -0.002089647034512), ('Signals', 0, -1.0)]"
151,10164.132450359559,0.0,"[('Close_x', 0, -0.001754113355307495), ('Close_y', 0, -9.97371078947056e-05)]"
152,10181.363902657595,0.0016953195348637265,"[('Close_x', 0, 0.0010448869480440739), ('Close_y', 1, 0.0016953195348637265), ('Signals', 0, -2.0)]"
153,10182.884279428888,0.0001493293811937798,"[('Close_x', 0, 0.0017078723611060303), ('Close_y', 1, 0.0001493293811937798), ('Signals', 0, -1.0)]"
154,10188.965786514058,0.0005972283410365207,"[('Close_x', 0, -0.0010735257714117612), ('Close_y', 1, 0.0005972283410365207)]"
155,10186.178686878384,-0.00027354097501860005,"[('Close_x', 0, -0.00101149707354585), ('Close_y', 1, -0.00027354097501860005)]"
156,10161.59823129571,-0.0024131184360959286,"[('Close_x', 0, -0.001170685434197417), ('Close_y', 1, -0.0024131184360959286)]"
157,10167.426857809054,0.0005735934821151666,"[('Close_x', 0, 3.1708584190447944e-05), ('Close_y', 1, 0.0005735934821151666)]"
158,10175.282395572423,0.0007726180746838486,"[('Close_x', 0, 0.0031676644564808645), ('Close_y', 1, 0.0007726180746838486)]"
159,10175.282395572423,0.0,"[('Close_x', 0, -0.001863009041467249), ('Close_y', 0, -0.0008467309126248333)]"
160,10186.948753529949,0.0011465389857486159,"[('Close_x', 0, -0.0010755973784425802), ('Close_y', 1, 0.0011465389857486159), ('Signals', 0, -2.0)]"
161,10184.919350586631,-0.00019921597648309342,"[('Close_x', 0, 0.0012034610813907727), ('Close_y', 1, -0.00019921597648309342), ('Signals', 0, -1.0)]"
162,10184.919350586631,0.0,"[('Close_x', 0, -0.0021193566036854313), ('Close_y', 0, 0.0010956782113620768)]"
163,10173.265761213066,-0.001144200456814943,"[('Close_x', 0, -6.336264492512132e-05), ('Close_y', 1, -0.001144200456814943), ('Signals', 0, -2.0)]"
164,10204.989378222024,0.0031183316895060705,"[('Close_x', 0, 0.0026944858235721267), ('Close_y', 1, 0.0031183316895060705), ('Signals', 0, -1.0)]"
165,10196.573713103522,-0.00082466182046815,"[('Close_x', 0, 0.0005375069057721738), ('Close_y', 1, -0.00082466182046815)]"
166,10186.946532391014,-0.0009441583990253498,"[('Close_x', 0, -0.0001190925169494688), ('Close_y', 1, -0.0009441583990253498)]"
167,10202.147303350584,0.0014921812842775837,"[('Close_x', 0, 0.0004035161455642193), ('Close_y', 1, 0.0014921812842775837)]"
168,10190.492940833696,-0.001142344074277535,"[('Close_x', 0, 0.00047382454397659236), ('Close_y', 1, -0.001142344074277535)]"
169,10207.720893597652,0.0016905907166593326,"[('Close_x', 0, 0.00012603641585195077), ('Close_y', 1, 0.0016905907166593326)]"
170,10207.720893597652,0.0,"[('Close_x', 0, -0.001988677228561841), ('Close_y', 0, -0.0010175807814096361)]"
171,10207.720893597652,0.0,"[('Close_x', 0, -0.0015816778682874746), ('Close_y', 0, -0.0009192196671157125), ('Signals', 0, -1.0)]"
172,10207.720893597652,0.0,"[('Close_x', 0, 0.0010456152808734978), ('Close_y', 0, 0.0)]"
173,10207.720893597652,0.0,"[('Close_x', 0, 1.574415268930412e-05), ('Close_y', 0, 0.0006464893782683039)]"
174,10207.720893597652,0.0,"[('Close_x', 0, 0.001155293530617017), ('Close_y', 0, 0.00243541501290437)]"
175,10207.720893597652,0.0,"[('Close_x', 0, -0.00047389460128696346), ('Close_y', 0, -0.001165157457022856)]"
176,10207.720893597652,0.0,"[('Close_x', 0, 3.127334038463506e-05), ('Close_y', 0, -0.002109667409073471)]"
177,10207.720893597652,0.0,"[('Close_x', 0, 0.0007906888664405662), ('Close_y', 0, 0.002188740208317425)]"
178,10207.720893597652,0.0,"[('Close_x', 0, -0.001011305285926654), ('Close_y', 0, 0.000272957142244894)]"
179,10207.720893597652,0.0,"[('Close_x', 0, 0.0010756599640172337), ('Close_y', 0, -0.0010668470135328084)]"
180,10207.720893597652,0.0,"[('Close_x', 0, 0.002590883938313316), ('Close_y', 0, -4.9647344677951505e-05)]"
181,10207.720893597652,0.0,"[('Close_x', 0, -0.0017798639900733916), ('Close_y', 0, 0.0013909526828217798)]"
182,10207.720893597652,0.0,"[('Close_x', 0, -0.00042687291212893376), ('Close_y', 0, 0.0), ('Signals', 0, -1.0)]"
183,10207.720893597652,0.0,"[('Close_x', 0, 0.0004421901242084777), ('Close_y', 0, 0.0005208638088367098)]"
184,10207.720893597652,0.0,"[('Close_x', 0, 0.0005052056026848455), ('Close_y', 0, 0.000223111136128207)]"
185,10207.720893597652,0.0,"[('Close_x', 0, -0.00012626170208093925), ('Close_y', 0, -0.0008427014947986008)]"
186,10207.720893597652,0.0,"[('Close_x', 0, -0.0020830513919196754), ('Close_y', 0, -0.0007441650044710464)]"
187,10198.597857396286,-0.0008937387979610908,"[('Close_x', 0, 0.0008539361805530152), ('Close_y', 1, -0.0008937387979610908)]"
188,10218.409160389134,0.0019425516399275927,"[('Close_x', 0, -0.0001896016879372243), ('Close_y', 1, 0.0019425516399275927), ('Signals', 0, -1.0)]"
189,10204.426485339807,-0.0013683808144548722,"[('Close_x', 0, -0.0012959215367015398), ('Close_y', 1, -0.0013683808144548722)]"
190,10215.830087257698,0.0011175152208968222,"[('Close_x', 0, 0.0010760399296675092), ('Close_y', 1, 0.0011175152208968222)]"
191,10217.096810432899,0.00012399610842982775,"[('Close_x', 0, -0.0002845194226714162), ('Close_y', 1, 0.00012399610842982775)]"
192,10226.472727268143,0.0009176693741092196,"[('Close_x', 0, -0.0002529459615358076), ('Close_y', 1, 0.0009176693741092196)]"
193,10224.44581552077,-0.0001982024302444762,"[('Close_x', 0, 0.0), ('Close_y', 1, -0.0001982024302444762)]"
194,10242.183806649933,0.001734860886272861,"[('Close_x', 0, -0.00018987813434066241), ('Close_y', 1, 0.001734860886272861)]"
195,10259.410623164438,0.0016819476041154814,"[('Close_x', 0, 0.0052518467876163585), ('Close_y', 1, 0.0016819476041154814)]"
196,10250.546654279124,-0.0008639842200390368,"[('Close_x', 0, -0.001479200714887784), ('Close_y', 1, -0.0008639842200390368)]"
197,10245.731868876926,-0.00046971011055176395,"[('Close_x', 0, 0.0016074945103081355), ('Close_y', 1, -0.00046971011055176395)]"
198,10255.867974284347,0.0009893002800718171,"[('Close_x', 0, 0.00075520874597799), ('Close_y', 1, 0.0009893002800718171)]"
199,10245.731868876926,-0.0009883225323137977,"[('Close_x', 0, -0.0012262881087094476), ('Close_y', 1, -0.0009883225323137977)]"
200,10250.293000309975,0.00044517380421635474,"[('Close_x', 0, 0.00022040526128688234), ('Close_y', 1, 0.00044517380421635474)]"
201,10247.758780624303,-0.0002472338776653276,"[('Close_x', 0, -0.0005980561350511805), ('Close_y', 1, -0.0002472338776653276)]"
202,10244.718026335604,-0.00029672383530800835,"[('Close_x', 0, 0.0004724068277251963), ('Close_y', 1, -0.00029672383530800835)]"
203,10241.586018484835,-0.00030571928311923046,"[('Close_x', 0, -9.443675297814418e-05), ('Close_y', 1, -0.00030571928311923046)]"
204,10238.129209819912,-0.0003375266934909629,"[('Close_x', 0, 0.0009130388831775252), ('Close_y', 1, -0.0003375266934909629)]"
205,10243.197649191257,0.0004950552261523913,"[('Close_x', 0, -0.000912206003626746), ('Close_y', 1, 0.0004950552261523913)]"
206,10235.342109500361,-0.0007669030667894855,"[('Close_x', 0, 0.00040929660552838657), ('Close_y', 1, -0.0007669030667894855)]"
207,10258.402193970016,0.00225298619459443,"[('Close_x', 0, 0.0011013833559346776), ('Close_y', 1, 0.00225298619459443)]"
